circle,cluster,Time,Attempt,Answered,CSSR,ASR,Day_of_week,Hour
Andhra Pradesh,cluster 1,2023-07-09-06,2734438,1463087,99.74,58.58,Sunday,6
Andhra Pradesh,cluster 1,2023-07-09-07,5147529,2869475,99.7,59.04,Sunday,7
Andhra Pradesh,cluster 1,2023-07-09-08,7244531,4098685,99.73,59.25,Sunday,8
Andhra Pradesh,cluster 1,2023-07-09-09,8681076,4903027,99.95,59.25,Sunday,9
Andhra Pradesh,cluster 1,2023-07-09-10,9601863,5419802,99.78,58.46,Sunday,10
Andhra Pradesh,cluster 1,2023-07-09-11,9635789,5454154,99.88,57.29,Sunday,11
Andhra Pradesh,cluster 1,2023-07-09-12,9250150,5256924,99.87,47.1,Sunday,12
Andhra Pradesh,cluster 1,2023-07-09-13,8508300,4832863,99.98,45.47,Sunday,13
Andhra Pradesh,cluster 1,2023-07-09-14,7425484,4141945,99.74,44.94,Sunday,14
Andhra Pradesh,cluster 1,2023-07-09-15,6855017,3976589,99.85,45.27,Sunday,15
Andhra Pradesh,cluster 1,2023-07-09-16,5392541,3731439,99.81,45.97,Sunday,16
Andhra Pradesh,cluster 1,2023-07-09-17,4675437,3045460,99.73,47.02,Sunday,17
Andhra Pradesh,cluster 1,2023-07-09-18,3094666,2536622,99.06,51.39,Sunday,18
Andhra Pradesh,cluster 1,2023-07-09-19,288781,142065,99.83,55.12,Sunday,19
Andhra Pradesh,cluster 1,2023-07-09-20,886038,449337,99.81,57.35,Sunday,20
Andhra Pradesh,cluster 1,2023-07-09-21,2734546,1463126,99.85,58.56,Sunday,21
Andhra Pradesh,cluster 1,2023-07-09-22,732516,631516,99.73,59.07,Sunday,22
Andhra Pradesh,cluster 1,2023-07-09-23,605542,431471,99.81,59.25,Sunday,23
Andhra Pradesh,cluster 1,2023-07-10-00,515474,247539,99.73,59.19,Monday,0
Andhra Pradesh,cluster 1,2023-07-10-01,253357,121738,99.76,58.46,Monday,1
Andhra Pradesh,cluster 1,2023-07-10-02,163367,78013,99.73,57.31,Monday,2
Andhra Pradesh,cluster 1,2023-07-10-03,177148,83373,99.82,41.54,Monday,3
Andhra Pradesh,cluster 1,2023-07-10-04,288781,142065,99.83,40.48,Monday,4
Andhra Pradesh,cluster 1,2023-07-10-05,886038,449337,99.81,41.42,Monday,5
Andhra Pradesh,cluster 1,2023-07-10-06,2734546,1463126,99.85,42.99,Monday,6
Andhra Pradesh,cluster 1,2023-07-10-07,5147541,2869551,99.89,43.71,Monday,7
Andhra Pradesh,cluster 1,2023-07-10-08,7244680,4098683,99.73,44.84,Monday,8
Andhra Pradesh,cluster 1,2023-07-10-09,8681121,4903141,99.72,47.86,Monday,9
Andhra Pradesh,cluster 1,2023-07-10-10,9601960,5419779,99.73,51.26,Monday,10
Andhra Pradesh,cluster 1,2023-07-10-11,9635755,5454189,99.82,53.33,Monday,11
Andhra Pradesh,cluster 1,2023-07-10-12,9250153,5257016,99.78,54.53,Monday,12
Andhra Pradesh,cluster 1,2023-07-10-13,8508442,4832859,99.82,55.23,Monday,13
Andhra Pradesh,cluster 1,2023-07-10-14,7425561,4142043,99.79,55.45,Monday,14
Andhra Pradesh,cluster 1,2023-07-10-15,6855055,3976661,99.83,55.48,Monday,15
Andhra Pradesh,cluster 1,2023-07-10-16,5392587,3731434,99.72,55.11,Monday,16
Andhra Pradesh,cluster 1,2023-07-10-17,4675509,3045507,99.75,54.27,Monday,17
Andhra Pradesh,cluster 1,2023-07-10-18,3094759,2536701,99.88,41.99,Monday,18
Andhra Pradesh,cluster 1,2023-07-10-19,886038,449337,99.81,40.98,Monday,19
Andhra Pradesh,cluster 1,2023-07-10-20,2734546,1463126,99.85,42.16,Monday,20
Andhra Pradesh,cluster 1,2023-07-10-21,732516,631516,99.73,43.13,Monday,21
Andhra Pradesh,cluster 1,2023-07-10-22,732478,631539,99.74,43.92,Monday,22
Andhra Pradesh,cluster 1,2023-07-10-23,605598,431486,99.86,45.07,Monday,23
Andhra Pradesh,cluster 1,2023-07-11-00,515537,247547,99.35,47.81,Tuesday,0
Andhra Pradesh,cluster 1,2023-07-11-01,253266,121670,99.84,51.17,Tuesday,1
Andhra Pradesh,cluster 1,2023-07-11-02,163354,78071,99.96,53.22,Tuesday,2
Andhra Pradesh,cluster 1,2023-07-11-03,177234,83231,99.84,54.41,Tuesday,3
Andhra Pradesh,cluster 1,2023-07-11-04,288781,142028,99.83,55.17,Tuesday,4
Andhra Pradesh,cluster 1,2023-07-11-05,886123,449464,99.74,55.45,Tuesday,5
Andhra Pradesh,cluster 1,2023-07-11-06,2734545,1463115,99.75,55.51,Tuesday,6
Andhra Pradesh,cluster 1,2023-07-11-07,5147596,2869533,99.21,55.07,Tuesday,7
Andhra Pradesh,cluster 1,2023-07-11-08,7244621,4098618,99.96,54.28,Tuesday,8
Andhra Pradesh,cluster 1,2023-07-11-09,8681078,4903090,99.83,39.12,Tuesday,9
Andhra Pradesh,cluster 1,2023-07-11-10,9601888,5419827,99.75,38.34,Tuesday,10
Andhra Pradesh,cluster 1,2023-07-11-11,9635878,5454271,99.73,38.87,Tuesday,11
Andhra Pradesh,cluster 1,2023-07-11-12,9250096,5256961,99.88,39.15,Tuesday,12
Andhra Pradesh,cluster 1,2023-07-11-13,8508347,4832920,98.97,42.67,Tuesday,13
Andhra Pradesh,cluster 1,2023-07-11-14,7425568,4142014,99.78,45.19,Tuesday,14
Andhra Pradesh,cluster 1,2023-07-11-15,6855054,3976611,99.74,48.55,Tuesday,15
Andhra Pradesh,cluster 1,2023-07-11-16,5392591,3731375,99.91,51.55,Tuesday,16
Andhra Pradesh,cluster 1,2023-07-11-17,4675473,3045528,99.75,53.73,Tuesday,17
Andhra Pradesh,cluster 1,2023-07-11-18,3094719,2536700,99.75,54.6,Tuesday,18
Andhra Pradesh,cluster 1,2023-07-11-19,3094759,2536701,99.88,55.47,Tuesday,19
Andhra Pradesh,cluster 1,2023-07-11-20,886038,449337,99.81,55.69,Tuesday,20
Andhra Pradesh,cluster 1,2023-07-11-21,2734546,1463126,99.85,55.86,Tuesday,21
Andhra Pradesh,cluster 1,2023-07-11-22,732610,631487,99.93,55.46,Tuesday,22
Andhra Pradesh,cluster 1,2023-07-11-23,605622,431480,99.95,54.47,Tuesday,23
Andhra Pradesh,cluster 2,2023-06-27-00,514424,245939,99.77,39.4,Tuesday,0
Andhra Pradesh,cluster 2,2023-06-27-01,252972,121159,99.77,38.33,Tuesday,1
Andhra Pradesh,cluster 2,2023-06-27-02,163049,77837,99.74,39.39,Tuesday,2
Andhra Pradesh,cluster 2,2023-06-27-03,170803,82147,99.8,39.8,Tuesday,3
Andhra Pradesh,cluster 2,2023-06-27-04,287152,141151,99.81,43.14,Tuesday,4
Andhra Pradesh,cluster 2,2023-06-27-05,890717,450552,99.81,45.11,Tuesday,5
Andhra Pradesh,cluster 2,2023-06-27-06,2741927,1465373,99.81,48.28,Tuesday,6
Andhra Pradesh,cluster 2,2023-06-27-07,5161031,2877140,99.82,51.49,Tuesday,7
Andhra Pradesh,cluster 2,2023-06-27-08,7244555,4101602,99.82,53.63,Tuesday,8
Andhra Pradesh,cluster 2,2023-06-27-09,8716449,4923309,99.8,54.73,Tuesday,9
Andhra Pradesh,cluster 2,2023-06-27-10,9617420,5431028,99.78,55.46,Tuesday,10
Andhra Pradesh,cluster 2,2023-06-27-11,9643575,5457618,99.77,55.87,Tuesday,11
Andhra Pradesh,cluster 2,2023-06-27-12,9258978,5264602,99.78,55.79,Tuesday,12
Andhra Pradesh,cluster 2,2023-06-27-13,8527846,4839300,99.77,55.54,Tuesday,13
Andhra Pradesh,cluster 2,2023-06-27-14,7442812,4148583,99.76,53.94,Tuesday,14
Andhra Pradesh,cluster 2,2023-06-27-15,514475,245992,99.72,34.05,Tuesday,15
Andhra Pradesh,cluster 2,2023-06-27-16,252986,121255,99.82,33.82,Tuesday,16
Andhra Pradesh,cluster 2,2023-06-27-17,163113,77838,99.75,34.72,Tuesday,17
Andhra Pradesh,cluster 2,2023-06-27-18,170827,82150,99.85,35.88,Tuesday,18
Andhra Pradesh,cluster 2,2023-06-27-19,287194,141156,99.91,38.75,Tuesday,19
Andhra Pradesh,cluster 2,2023-06-27-20,890726,450561,99.73,41.4,Tuesday,20
Andhra Pradesh,cluster 2,2023-06-27-21,2741942,1465413,99.86,44.34,Tuesday,21
Andhra Pradesh,cluster 2,2023-06-27-22,5161114,2877177,99.79,47.94,Tuesday,22
Andhra Pradesh,cluster 2,2023-06-27-23,7244637,4101674,99.73,50.67,Tuesday,23
Andhra Pradesh,cluster 2,2023-06-28-00,8716475,4923350,99.78,52.3,Wednesday,0
Andhra Pradesh,cluster 2,2023-06-28-01,9617499,5431100,99.92,53.09,Wednesday,1
Andhra Pradesh,cluster 2,2023-06-28-02,9643621,5457648,99.73,53.39,Wednesday,2
Andhra Pradesh,cluster 2,2023-06-28-03,9259070,5264611,99.87,53.49,Wednesday,3
Andhra Pradesh,cluster 2,2023-06-28-04,8527941,4839387,99.81,52.76,Wednesday,4
Andhra Pradesh,cluster 2,2023-06-28-05,7442867,4148636,99.86,52.39,Wednesday,5
Andhra Pradesh,cluster 2,2023-06-28-06,514493,246010,99.84,34.5,Wednesday,6
Andhra Pradesh,cluster 2,2023-06-28-07,252990,121234,99.7,34.21,Wednesday,7
Andhra Pradesh,cluster 2,2023-06-28-08,163102,77847,99.81,34.78,Wednesday,8
Andhra Pradesh,cluster 2,2023-06-28-09,170873,82234,99.84,35.72,Wednesday,9
Andhra Pradesh,cluster 2,2023-06-28-10,287210,141191,99.73,38.45,Wednesday,10
Andhra Pradesh,cluster 2,2023-06-28-11,890806,450618,99.73,41.61,Wednesday,11
Andhra Pradesh,cluster 2,2023-06-28-12,2741985,1465469,99.83,44.45,Wednesday,12
Andhra Pradesh,cluster 2,2023-06-28-13,5161069,2877149,99.81,48.07,Wednesday,13
Andhra Pradesh,cluster 2,2023-06-28-14,7244632,4101632,99.84,50.73,Wednesday,14
Andhra Pradesh,cluster 2,2023-06-28-15,8716496,4923341,99.73,52.27,Wednesday,15
Andhra Pradesh,cluster 2,2023-06-28-16,9617509,5431054,99.81,53.1,Wednesday,16
Andhra Pradesh,cluster 2,2023-06-28-17,9643577,5457673,99.82,53.43,Wednesday,17
Andhra Pradesh,cluster 2,2023-06-28-18,9259002,5264652,99.73,53.49,Wednesday,18
Andhra Pradesh,cluster 2,2023-06-28-19,8527920,4839320,99.94,52.77,Wednesday,19
Andhra Pradesh,cluster 2,2023-06-28-20,7442895,4148603,99.79,51.48,Wednesday,20
Andhra Pradesh,cluster 2,2023-06-28-21,514548,246085,99.88,44.86,Wednesday,21
Andhra Pradesh,cluster 2,2023-06-28-22,253066,121319,99.97,45.16,Wednesday,22
Andhra Pradesh,cluster 2,2023-06-28-23,163150,77876,99.7,45.48,Wednesday,23
Andhra Pradesh,cluster 2,2023-06-29-00,170921,82171,99.81,46.6,Thursday,0
Andhra Pradesh,cluster 2,2023-06-29-01,287249,141238,99.85,47.91,Thursday,1
Andhra Pradesh,cluster 2,2023-06-29-02,890731,450575,99.89,49.61,Thursday,2
Andhra Pradesh,cluster 2,2023-06-29-03,2742030,1465429,99.78,52.67,Thursday,3
Andhra Pradesh,cluster 2,2023-06-29-04,5161125,2877239,99.8,55.23,Thursday,4
Andhra Pradesh,cluster 2,2023-06-29-05,7244644,4101754,99.74,56.47,Thursday,5
Andhra Pradesh,cluster 2,2023-06-29-06,8716499,4923370,99.91,56.54,Thursday,6
Andhra Pradesh,cluster 2,2023-06-29-07,9617530,5431150,99.94,56.41,Thursday,7
Andhra Pradesh,cluster 2,2023-06-29-08,9643657,5457740,99.83,56.53,Thursday,8
Andhra Pradesh,cluster 2,2023-06-29-09,9259083,5264660,99.82,56.61,Thursday,9
Andhra Pradesh,cluster 2,2023-06-29-10,8528001,4839467,99.93,56.54,Thursday,10
Andhra Pradesh,cluster 2,2023-06-29-11,7442895,4148651,99.74,55.9,Thursday,11
Andhra Pradesh,cluster 2,2023-06-29-12,514455,245964,99.79,45.03,Thursday,12
Andhra Pradesh,cluster 2,2023-06-29-13,252973,121223,99.83,44.99,Thursday,13
Andhra Pradesh,cluster 2,2023-06-29-14,163137,77845,99.73,44.62,Thursday,14
Andhra Pradesh,cluster 2,2023-06-29-15,170832,82220,99.78,46.84,Thursday,15
Andhra Pradesh,cluster 2,2023-06-29-16,287243,141171,99.84,47.65,Thursday,16
Andhra Pradesh,cluster 2,2023-06-29-17,890724,450646,99.73,49.53,Thursday,17
Andhra Pradesh,cluster 2,2023-06-29-18,2741947,1465383,99.79,52.47,Thursday,18
Andhra Pradesh,cluster 2,2023-06-29-19,5161079,2877155,99.93,55.16,Thursday,19
Andhra Pradesh,cluster 2,2023-06-29-20,7244639,4101659,99.83,56.42,Thursday,20
Andhra Pradesh,cluster 2,2023-06-29-21,8716527,4923342,99.78,56.55,Thursday,21
Andhra Pradesh,cluster 2,2023-06-29-22,9617507,5431047,99.72,56.42,Thursday,22
Andhra Pradesh,cluster 2,2023-06-29-23,9643582,5457622,99.79,56.53,Thursday,23
Andhra Pradesh,cluster 2,2023-06-30-00,9258981,5264614,99.8,56.59,Friday,0
Andhra Pradesh,cluster 2,2023-06-30-01,8527854,4839353,99.76,56.54,Friday,1
Andhra Pradesh,cluster 2,2023-06-30-02,7442896,4148641,99.77,55.92,Friday,2
Andhra Pradesh,cluster 2,2023-06-30-03,514499,246036,99.74,45.04,Friday,3
Andhra Pradesh,cluster 2,2023-06-30-04,252998,121284,99.93,45.15,Friday,4
Andhra Pradesh,cluster 2,2023-06-30-05,163212,77936,99.81,45.19,Friday,5
Andhra Pradesh,cluster 2,2023-06-30-06,170880,82156,99.89,46.95,Friday,6
Andhra Pradesh,cluster 2,2023-06-30-07,287218,141182,99.96,48.21,Friday,7
Andhra Pradesh,cluster 2,2023-06-30-08,890792,450611,99.77,49.53,Friday,8
Andhra Pradesh,cluster 2,2023-06-30-09,2741972,1465454,99.94,52.57,Friday,9
Andhra Pradesh,cluster 2,2023-06-30-10,5161195,2877242,99.79,55.23,Friday,10
Andhra Pradesh,cluster 2,2023-06-30-11,7244657,4101712,99.78,56.54,Friday,11
Andhra Pradesh,cluster 2,2023-06-30-12,8716519,4923394,99.73,56.59,Friday,12
Andhra Pradesh,cluster 2,2023-06-30-13,9617531,5431187,99.91,56.41,Friday,13
Andhra Pradesh,cluster 2,2023-06-30-14,9643666,5457659,99.72,56.5,Friday,14
Andhra Pradesh,cluster 2,2023-06-30-15,9259150,5264644,99.86,56.58,Friday,15
Andhra Pradesh,cluster 2,2023-06-30-16,8528025,4839399,99.92,56.49,Friday,16
Andhra Pradesh,cluster 2,2023-06-30-17,7442924,4148645,99.81,55.9,Friday,17
Andhra Pradesh,cluster 2,2023-06-30-18,514497,246094,99.86,42.52,Friday,18
Andhra Pradesh,cluster 2,2023-06-30-19,253089,121234,99.76,42.11,Friday,19
Andhra Pradesh,cluster 2,2023-06-30-20,163168,77854,99.78,42.57,Friday,20
Andhra Pradesh,cluster 2,2023-06-30-21,170922,82252,99.81,43.93,Friday,21
Andhra Pradesh,cluster 2,2023-06-30-22,287274,141282,99.8,45.55,Friday,22
Andhra Pradesh,cluster 2,2023-06-30-23,890870,450690,99.79,47.39,Friday,23
Andhra Pradesh,cluster 2,2023-07-01-00,2742034,1465535,99.78,50.43,Saturday,0
Andhra Pradesh,cluster 2,2023-07-01-01,5161106,2877195,99.77,53.27,Saturday,1
Andhra Pradesh,cluster 2,2023-07-01-02,7244729,4101660,99.78,54.77,Saturday,2
Andhra Pradesh,cluster 2,2023-07-01-03,8716510,4923411,99.82,54.95,Saturday,3
Andhra Pradesh,cluster 2,2023-07-01-04,9617573,5431067,99.88,54.7,Saturday,4
Andhra Pradesh,cluster 2,2023-07-01-05,9643643,5457702,99.81,54.82,Saturday,5
Andhra Pradesh,cluster 2,2023-07-01-06,9259040,5264693,99.81,54.93,Saturday,6
Andhra Pradesh,cluster 2,2023-07-01-07,8527975,4839415,99.79,54.81,Saturday,7
Andhra Pradesh,cluster 2,2023-07-01-08,7442923,4148614,99.74,54.17,Saturday,8
Andhra Pradesh,cluster 2,2023-07-01-09,514619,246175,99.77,45.26,Saturday,9
Andhra Pradesh,cluster 2,2023-07-01-10,253100,121379,99.97,43.38,Saturday,10
Andhra Pradesh,cluster 2,2023-07-01-11,163197,77905,99.81,43.36,Saturday,11
Andhra Pradesh,cluster 2,2023-07-01-12,170974,82202,99.97,46.09,Saturday,12
Andhra Pradesh,cluster 2,2023-07-01-13,287284,141269,99.78,47,Saturday,13
Andhra Pradesh,cluster 2,2023-07-01-14,890821,450656,99.85,49.08,Saturday,14
Andhra Pradesh,cluster 2,2023-07-01-15,2742042,1465499,99.91,52.44,Saturday,15
Andhra Pradesh,cluster 2,2023-07-01-16,5161170,2877267,99.79,54.85,Saturday,16
Andhra Pradesh,cluster 2,2023-07-01-17,7244737,4101847,99.74,55.4,Saturday,17
Andhra Pradesh,cluster 2,2023-07-01-18,8716562,4923438,99.87,55.16,Saturday,18
Andhra Pradesh,cluster 2,2023-07-01-19,9617594,5431192,99.95,55.57,Saturday,19
Andhra Pradesh,cluster 2,2023-07-01-20,9643736,5457805,99.8,56.09,Saturday,20
Andhra Pradesh,cluster 2,2023-07-01-21,9259100,5264724,99.88,56.43,Saturday,21
Andhra Pradesh,cluster 2,2023-07-01-22,8528011,4839557,99.86,56.52,Saturday,22
Andhra Pradesh,cluster 2,2023-07-01-23,7442974,4148665,99.74,56.11,Saturday,23
Andhra Pradesh,cluster 2,2023-07-02-00,514433,246020,99.74,44.99,Sunday,0
Andhra Pradesh,cluster 2,2023-07-02-01,253066,121249,99.78,44.05,Sunday,1
Andhra Pradesh,cluster 2,2023-07-02-02,163064,77850,99.73,43.55,Sunday,2
Andhra Pradesh,cluster 2,2023-07-02-03,170810,82237,99.75,46.08,Sunday,3
Andhra Pradesh,cluster 2,2023-07-02-04,287174,141218,99.87,47.02,Sunday,4
Andhra Pradesh,cluster 2,2023-07-02-05,890747,450616,99.78,48.85,Sunday,5
Andhra Pradesh,cluster 2,2023-07-02-06,2741941,1465400,99.79,52.54,Sunday,6
Andhra Pradesh,cluster 2,2023-07-02-07,5161119,2877222,99.72,54.88,Sunday,7
Andhra Pradesh,cluster 2,2023-07-02-08,7244625,4101614,99.96,55.35,Sunday,8
Andhra Pradesh,cluster 2,2023-07-02-09,8716540,4923343,99.89,55.11,Sunday,9
Andhra Pradesh,cluster 2,2023-07-02-10,9617448,5431054,99.86,55.58,Sunday,10
Andhra Pradesh,cluster 2,2023-07-02-11,9643629,5457691,99.73,56.08,Sunday,11
Andhra Pradesh,cluster 2,2023-07-02-12,9259008,5264675,99.73,56.44,Sunday,12
Andhra Pradesh,cluster 2,2023-07-02-13,8527905,4839332,99.8,56.51,Sunday,13
Andhra Pradesh,cluster 2,2023-07-02-14,7442902,4148625,99.78,56.14,Sunday,14
Andhra Pradesh,cluster 2,2023-07-02-15,514527,246031,99.79,49.16,Sunday,15
Andhra Pradesh,cluster 2,2023-07-02-16,253067,121293,99.76,45.42,Sunday,16
Andhra Pradesh,cluster 2,2023-07-02-17,163170,77914,99.72,43.49,Sunday,17
Andhra Pradesh,cluster 2,2023-07-02-18,170836,82242,99.9,43.88,Sunday,18
Andhra Pradesh,cluster 2,2023-07-02-19,287276,141172,99.8,46.07,Sunday,19
Andhra Pradesh,cluster 2,2023-07-02-20,890769,450576,99.76,48.21,Sunday,20
Andhra Pradesh,cluster 2,2023-07-02-21,2742008,1465442,99.83,51.08,Sunday,21
Andhra Pradesh,cluster 2,2023-07-02-22,5161158,2877203,99.72,53.68,Sunday,22
Andhra Pradesh,cluster 2,2023-07-02-23,7244727,4101710,99.79,55.09,Sunday,23
Andhra Pradesh,cluster 2,2023-07-03-00,8716557,4923373,99.75,56.29,Monday,0
Andhra Pradesh,cluster 2,2023-07-03-01,9617542,5431154,99.81,57.01,Monday,1
Andhra Pradesh,cluster 2,2023-07-03-02,9643665,5457723,99.75,57.56,Monday,2
Andhra Pradesh,cluster 2,2023-07-03-03,9259154,5264659,99.73,57.61,Monday,3
Andhra Pradesh,cluster 2,2023-07-03-04,8527953,4839399,99.8,57.74,Monday,4
Andhra Pradesh,cluster 2,2023-07-03-05,7442868,4148686,99.8,57.48,Monday,5
Andhra Pradesh,cluster 2,2023-07-03-06,514574,246017,99.78,48.99,Monday,6
Andhra Pradesh,cluster 2,2023-07-03-07,253048,121284,99.79,45.44,Monday,7
Andhra Pradesh,cluster 2,2023-07-03-08,163197,77866,99.82,43.6,Monday,8
Andhra Pradesh,cluster 2,2023-07-03-09,170919,82250,99.79,43.88,Monday,9
Andhra Pradesh,cluster 2,2023-07-03-10,287246,141273,99.78,46.21,Monday,10
Andhra Pradesh,cluster 2,2023-07-03-11,890848,450705,99.81,48.05,Monday,11
Andhra Pradesh,cluster 2,2023-07-03-12,2742016,1465515,99.82,51.11,Monday,12
Andhra Pradesh,cluster 2,2023-07-03-13,5161150,2877216,99.82,53.78,Monday,13
Andhra Pradesh,cluster 2,2023-07-03-14,7244666,4101690,99.82,55.19,Monday,14
Andhra Pradesh,cluster 2,2023-07-03-15,8716530,4923409,99.73,56.29,Monday,15
Andhra Pradesh,cluster 2,2023-07-03-16,9617564,5431080,99.83,56.97,Monday,16
Andhra Pradesh,cluster 2,2023-07-03-17,9643615,5457698,99.77,57.56,Monday,17
Andhra Pradesh,cluster 2,2023-07-03-18,9259008,5264678,99.73,57.69,Monday,18
Andhra Pradesh,cluster 2,2023-07-03-19,8527943,4839365,99.95,57.73,Monday,19
Andhra Pradesh,cluster 2,2023-07-03-20,7442944,4148657,99.88,57.22,Monday,20
Andhra Pradesh,cluster 2,2023-07-03-21,514622,246178,99.81,42.04,Monday,21
Andhra Pradesh,cluster 2,2023-07-03-22,253106,121383,99.9,40.94,Monday,22
Andhra Pradesh,cluster 2,2023-07-03-23,163203,77878,99.77,39.32,Monday,23
Andhra Pradesh,cluster 2,2023-07-04-00,170985,82257,99.88,38.85,Tuesday,0
Andhra Pradesh,cluster 2,2023-07-04-01,287249,141337,99.7,39.63,Tuesday,1
Andhra Pradesh,cluster 2,2023-07-04-02,890828,450585,99.95,41.15,Tuesday,2
Andhra Pradesh,cluster 2,2023-07-04-03,2742061,1465490,99.85,45.13,Tuesday,3
Andhra Pradesh,cluster 2,2023-07-04-04,5161133,2877252,99.83,48.75,Tuesday,4
Andhra Pradesh,cluster 2,2023-07-04-05,7244658,4101799,99.72,50.75,Tuesday,5
Andhra Pradesh,cluster 2,2023-07-04-06,8716531,4923406,99.86,51.8,Tuesday,6
Andhra Pradesh,cluster 2,2023-07-04-07,9617629,5431205,99.84,52.58,Tuesday,7
Andhra Pradesh,cluster 2,2023-07-04-08,9643688,5457836,99.76,53.19,Tuesday,8
Andhra Pradesh,cluster 2,2023-07-04-09,9259130,5264686,99.7,53.5,Tuesday,9
Andhra Pradesh,cluster 2,2023-07-04-10,8528042,4839488,99.84,53.34,Tuesday,10
Andhra Pradesh,cluster 2,2023-07-04-11,7442994,4148715,99.77,52.1,Tuesday,11
Andhra Pradesh,cluster 2,2023-07-04-12,514506,246015,99.75,42.06,Tuesday,12
Andhra Pradesh,cluster 2,2023-07-04-13,252995,121312,99.86,40.56,Tuesday,13
Andhra Pradesh,cluster 2,2023-07-04-14,163169,77877,99.77,39.21,Tuesday,14
Andhra Pradesh,cluster 2,2023-07-04-15,170921,82301,99.83,38.81,Tuesday,15
Andhra Pradesh,cluster 2,2023-07-04-16,287253,141264,99.9,39.38,Tuesday,16
Andhra Pradesh,cluster 2,2023-07-04-17,890791,450709,99.7,41.05,Tuesday,17
Andhra Pradesh,cluster 2,2023-07-04-18,2741992,1465384,99.92,45.1,Tuesday,18
Andhra Pradesh,cluster 2,2023-07-04-19,5161084,2877192,99.89,48.73,Tuesday,19
Andhra Pradesh,cluster 2,2023-07-04-20,7244690,4101715,99.86,50.74,Tuesday,20
Andhra Pradesh,cluster 2,2023-07-04-21,8716584,4923376,99.7,51.7,Tuesday,21
Andhra Pradesh,cluster 2,2023-07-04-22,9617558,5431097,99.73,52.58,Tuesday,22
Andhra Pradesh,cluster 2,2023-07-04-23,9643652,5457654,99.74,53.17,Tuesday,23
Andhra Pradesh,cluster 2,2023-07-05-00,9259077,5264648,99.8,53.54,Wednesday,0
Andhra Pradesh,cluster 2,2023-07-05-01,8527934,4839444,99.79,53.36,Wednesday,1
Andhra Pradesh,cluster 2,2023-07-05-02,7442986,4148665,99.89,52.21,Wednesday,2
Andhra Pradesh,cluster 2,2023-07-05-03,514547,246112,99.89,41.71,Wednesday,3
Andhra Pradesh,cluster 2,2023-07-05-04,253025,121377,99.81,40.21,Wednesday,4
Andhra Pradesh,cluster 2,2023-07-05-05,163305,77942,99.36,39.31,Wednesday,5
Andhra Pradesh,cluster 2,2023-07-05-06,170953,82210,99.82,38.72,Wednesday,6
Andhra Pradesh,cluster 2,2023-07-05-07,287238,141221,99.83,39.77,Wednesday,7
Andhra Pradesh,cluster 2,2023-07-05-08,890803,450671,99.88,41.15,Wednesday,8
Andhra Pradesh,cluster 2,2023-07-05-09,2742063,1465547,99.93,45.17,Wednesday,9
Andhra Pradesh,cluster 2,2023-07-05-10,5161203,2877274,99.78,48.75,Wednesday,10
Andhra Pradesh,cluster 2,2023-07-05-11,7244750,4101721,99.72,50.68,Wednesday,11
Andhra Pradesh,cluster 2,2023-07-05-12,8716614,4923428,99.8,51.76,Wednesday,12
Andhra Pradesh,cluster 2,2023-07-05-13,9617532,5431279,99.87,52.59,Wednesday,13
Andhra Pradesh,cluster 2,2023-07-05-14,9643749,5457675,99.78,53.21,Wednesday,14
Andhra Pradesh,cluster 2,2023-07-05-15,9259180,5264645,99.87,53.57,Wednesday,15
Andhra Pradesh,cluster 2,2023-07-05-16,8528097,4839482,99.76,53.36,Wednesday,16
Andhra Pradesh,cluster 2,2023-07-05-17,7442928,4148732,99.87,52.3,Wednesday,17
Andhra Pradesh,cluster 2,2023-07-05-18,514534,246132,99.83,41.81,Wednesday,18
Andhra Pradesh,cluster 2,2023-07-05-19,253184,121329,99.72,40.69,Wednesday,19
Andhra Pradesh,cluster 2,2023-07-05-20,163235,77883,99.76,39.68,Wednesday,20
Andhra Pradesh,cluster 2,2023-07-05-21,170984,82328,99.79,38.71,Wednesday,21
Andhra Pradesh,cluster 2,2023-07-05-22,287348,141360,99.78,39.75,Wednesday,22
Andhra Pradesh,cluster 2,2023-07-05-23,890910,450776,99.77,41.16,Wednesday,23
Andhra Pradesh,cluster 2,2023-07-06-00,2742056,1465613,99.85,45.12,Thursday,0
Andhra Pradesh,cluster 2,2023-07-06-01,5161180,2877280,99.72,48.67,Thursday,1
Andhra Pradesh,cluster 2,2023-07-06-02,7244797,4101729,99.87,50.7,Thursday,2
Andhra Pradesh,cluster 2,2023-07-06-03,8716602,4923424,99.8,51.75,Thursday,3
Andhra Pradesh,cluster 2,2023-07-06-04,9617641,5431070,99.72,52.55,Thursday,4
Andhra Pradesh,cluster 2,2023-07-06-05,9643675,5457704,99.75,53.18,Thursday,5
Andhra Pradesh,cluster 2,2023-07-06-06,9259108,5264733,99.82,53.53,Thursday,6
Andhra Pradesh,cluster 2,2023-07-06-07,8528026,4839447,99.77,53.27,Thursday,7
Andhra Pradesh,cluster 2,2023-07-06-08,7442946,4148698,99.76,52.38,Thursday,8
Andhra Pradesh,cluster 2,2023-07-06-09,514668,246246,99.73,41.82,Thursday,9
Andhra Pradesh,cluster 2,2023-07-06-10,253131,121383,99.95,40.7,Thursday,10
Andhra Pradesh,cluster 2,2023-07-06-11,163251,77924,99.7,39.26,Thursday,11
